Text	UPOS	Predicted	Remarks
اجنبي	ADJ	اجنبو
بيحد	ADJ	بيحد
تصويري	ADJ	تصويري
ثابت	ADJ	ثابت
جاهل	ADJ	جاهل
درست	ADJ	درست
ذاتي	ADJ	ذاتي
زباني	ADJ	زباني
سائو	ADJ	سائو
سارن	ADJ	سارو
ساوا	ADJ	ساوا
سنهڙا	ADJ	سنهڙو
فائديمند	ADJ	فائديمند
مادي	ADJ	مادي
مرغوب	ADJ	مرغوب
مصنوعي	ADJ	مصنوعي
مناسب	ADJ	مناسب
مٺُو	ADJ	مٺُو
ناياب	ADJ	ناياب
ناپيد	ADJ	ناپيد
ننڍڙو	ADJ	ننڍڙو
ننڍڙيء	ADJ	ننڍڙيء
واضع	ADJ	واضع
واقف	ADJ	واقف
ڌاريا	ADJ	ڌاريو
کوڙ	ADJ	کوڙ
ڪجھ	ADJ	ڪجھ
ڪهڙيون	ADJ	ڪهڙي
ڪيتري	ADJ	ڪيتري
گهڻن	ADJ	گهڻو
لاء	ADP	لاء
م	ADP	م
ما	ADP	ما
پوء	ADP	پوء
جيڪر	ADV	جيڪر
جڏنهن	ADV	جڏنهن
مسلسل	ADV	مسلسل
اهن	AUX	اهي
هيم	AUX	هيم
آباديءَ	NOUN	آباديءَ
آجا	NOUN	آجا
آنا	NOUN	آنا
آکيرن	NOUN	آکيرو
ابادي	NOUN	ابادي
احساس	NOUN	احساس
اندازو	NOUN	اندازو
اهڃاڻ	NOUN	اهڃاڻ
اونداھي	NOUN	اونداھي
اوچائي	NOUN	اوچائي
ايتريقدر	NOUN	ايتريقدر
اڄ	NOUN	اڄ
اکيرا	NOUN	اکيرو
بار	NOUN	بار
باربيٽ	NOUN	باربيٽ
بارگاه	NOUN	بارگاه
بازي	NOUN	بازي
بزرگن	NOUN	بزرگ
تارازي	NOUN	تارازي
تجزيو	NOUN	تجزيو
تحریر	NOUN	تحریر
ترجيح	NOUN	ترجيح
تصويرون	NOUN	تصوير
تعداد	NOUN	تعداد
توت	NOUN	توت
توقير	NOUN	توقير
تڪري	NOUN	تڪري
جوڙو	NOUN	جوڙو
جيت	NOUN	جيت
جيوت	NOUN	جيوت
جڳهن	NOUN	جڳهن
حسي	NOUN	حسي
حفاطت	NOUN	حفاطت
حوصلہ	NOUN	حوصلہ
حيات	NOUN	حيات
خوشيء	NOUN	خوشيء
ذميدارين	NOUN	ذميدار
راڙو	NOUN	راڙو
راڙي	NOUN	راڙي
رهائش	NOUN	رهائش
رهاڪو	NOUN	رهاڪو
رواج	NOUN	رواج
روش	NOUN	روش
روڄ	NOUN	روڄ
زهر	NOUN	زهر
زيتون	NOUN	زيت
سختي	NOUN	سختي
سنجيدگي	NOUN	سنجيدگي
سنڌيء	NOUN	سنڌيء
سوراخ	NOUN	سوراخ
سورج	NOUN	سورج
شور	NOUN	شور
شڪارين	NOUN	شڪار
شڪني	NOUN	شڪني
طوطن	NOUN	طوطو
عدد	NOUN	عدد
عرصي	NOUN	عرصي
غرضي	NOUN	غرضي
فروٽ	NOUN	فروٽ
فضا	NOUN	فضا
فضل	NOUN	فضل
فطرت	NOUN	فطرت
لائيڪ	NOUN	لائيڪ
ماضيءَ	NOUN	ماضيءَ
مانوس	NOUN	مانوس
ماڻهون	NOUN	ماڻهون
مثل	NOUN	مثل
محافظ	NOUN	محافظ
مداخلت	NOUN	مداخلت
مرچ	NOUN	مرچ
مشاهدو	NOUN	مشاهدو
مشاهدي	NOUN	مشاهد
معائنو	NOUN	معائنو
معلومات	NOUN	معلومات
معمولات	NOUN	معمولات
مفاد	NOUN	مفاد
موجودگي	NOUN	موجودگي
موقعو	NOUN	موقعو
ميزان	NOUN	ميزان
مکي	NOUN	مکي
نباتات	NOUN	نباتات
نطر	NOUN	نطر
نظير	NOUN	نظير
ننڍپڻ	NOUN	ننڍپڻ
هتان	NOUN	هتي
هيسباڻي	NOUN	هيسباڻي
واريء	NOUN	واريء
واپارين	NOUN	واپاري
واڌاري	NOUN	واڌارو
وستي	NOUN	وستي
ولر	NOUN	ولر
وهڪرا	NOUN	وهڪرو
وڊيوز	NOUN	وڊيوز
وڏڙن	NOUN	وڏڙو
ٻوتا	NOUN	ٻوتو
ٻوٽا	NOUN	ٻوٽا
ٻوٽن	NOUN	ٻوٽ
ٻير	NOUN	ٻير
ٻيرين	NOUN	ٻيريو
ٻيلا	NOUN	ٻيلو
ٻچو	NOUN	ٻچو
ٽالپر	NOUN	ٽالپر
ٽڪرن	NOUN	ٽڪر
پلئہ	NOUN	پلئہ
پلاسٽڪ	NOUN	پلاسٽڪ
پکيء	NOUN	پکيء
ڀيٽ	NOUN	ڀيٽ
ڀٽن	NOUN	ڀٽ
ڄمون	NOUN	ڄمو
چٻرن	NOUN	چٻرو
ڏارن	NOUN	ڏارو
ڦل	NOUN	ڦل
کارڪون	NOUN	کارڪ
ڪئميرا	NOUN	ڪئميرا
ڪاٺ	NOUN	ڪاٺ
ڪاپرسمٿ	NOUN	ڪاپرسمٿ
ڪردارن	NOUN	ڪردار
ڪلامي	NOUN	ڪلامي
ڪيمڪل	NOUN	ڪيمڪل
گاه	NOUN	گاه
گاهن	NOUN	گاهن
گندگي	NOUN	گندگي
گهرڙا	NOUN	گهرڙو
گوارا	NOUN	گوارو
گونج	NOUN	گونج
ڳوٺاڻان	NOUN	ڳوٺاڻان
2019ع	NUM	2019ع
2020	NUM	2020
بہ	PART	بہ
تہ	PART	تہ
ڪون	PART	ڪون
جهڙن	PRON	جهڙو
ڪهڙا	PRON	ڪهڙو
انجير	PROPN	انجير
بڙ	PROPN	بڙ
تعالي	PROPN	تعالي
صوڀوديرو	PROPN	صوڀوديرو
فبروري	PROPN	فبروري
مارچ	PROPN	مارچ
نذير	PROPN	نذير
پپر	PROPN	پپر
ڏجيء	PROPN	ڏجيء
ڪوٽ	PROPN	ڪوٽ
انڪري	SCONJ	ان
بلڪ	SCONJ	بلڪ
جيڪڏنهن	SCONJ	جيڪڏنهن
مگر	SCONJ	مگر
اڏامندو	VERB	اڏامندو
تاڙيون	VERB	تاڙ
توريندو	VERB	تور
جڙي	VERB	جڙ
لڳائي	VERB	لڳ
لڳايل	VERB	لڳايو
ماريا	VERB	ماريو
ونڊڻ	VERB	ونڊڻ
ويهندو	VERB	ويهندو
وٺو	VERB	وٺو
وڌايو	VERB	وڌاءِ
ٻڌندو	VERB	ٻڌ
پوکيل	VERB	پوکيو
پوکڻ	VERB	پوکڻ
ٿئيس	VERB	ٿي
ڄمائي	VERB	ڄمائي
ڇڏيندا	VERB	ڇڏ
ڏسبا	VERB	ڏسبو
ڦاسئڻ	VERB	ڦاسءِ
ڦاسائي	VERB	ڦاسائي
ڦهلائي	VERB	ڦهلائي
ڪندئو	VERB	ڪن
گذاريو	VERB	گذار
گذرندو	VERB	گذر
گزريل	VERB	گزريل
گهٽبي	VERB	گهٽب
ڳولڻ	VERB	ڳول
